N_FD,Rumore_%,Rep,Seed,Modello,IM,IP,IH,Accuracy_test_sporco,Precision_test_sporco,Recall_test_sporco,F1_Score_test_sporco,Accuracy_test_sporco_std,F1_Score_test_sporco_std,Accuracy_test_pulito,Precision_test_pulito,Recall_test_pulito,F1_Score_test_pulito,Accuracy_test_pulito_std,F1_Score_test_pulito_std,Quota_train_sporca
4,30,1,101,Random Forest,5822356,30000,28064,0.6722,0.6699,0.6722,0.6702,0.0077,0.0079,0.8685,0.8675,0.8685,0.8668,0.0092,0.0093,0.7619
4,30,1,101,Decision Tree,5822356,30000,28064,0.5513,0.5522,0.5513,0.5515,0.0193,0.0195,0.8477,0.8467,0.8477,0.8468,0.0083,0.0077,0.7619
4,30,1,101,Neural Network,5822356,30000,28064,0.568,0.5673,0.568,0.5673,0.0153,0.0157,0.8138,0.8126,0.8138,0.8128,0.0091,0.0094,0.7619
4,30,2,102,Logistic Regression,5927276,30000,28143,0.4873,0.4847,0.4873,0.4854,0.0086,0.0092,0.6527,0.6448,0.6527,0.6473,0.0169,0.0174,0.7616
4,30,2,102,Random Forest,5927276,30000,28143,0.6785,0.6768,0.6785,0.677,0.0084,0.0089,0.8693,0.8684,0.8693,0.868,0.0065,0.0064,0.7616
4,30,2,102,Decision Tree,5927276,30000,28143,0.5527,0.5527,0.5527,0.5525,0.0116,0.0116,0.8527,0.8517,0.8527,0.8517,0.01,0.0098,0.7616
4,30,2,102,Neural Network,5927276,30000,28143,0.5684,0.567,0.5684,0.5673,0.0107,0.012,0.8119,0.8104,0.8119,0.8108,0.0057,0.0058,0.7616
4,30,3,103,Logistic Regression,5851611,30000,28062,0.4843,0.4817,0.4843,0.4826,0.018,0.0191,0.6519,0.6456,0.6519,0.6478,0.0154,0.0157,0.757
4,30,3,103,Random Forest,5851611,30000,28062,0.6782,0.6776,0.6782,0.677,0.0067,0.0074,0.871,0.8702,0.871,0.8697,0.0045,0.0044,0.757
4,30,3,103,Decision Tree,5851611,30000,28062,0.5555,0.5551,0.5555,0.555,0.0117,0.012,0.8511,0.8498,0.8511,0.8501,0.0068,0.007,0.757
4,30,3,103,Neural Network,5851611,30000,28062,0.5656,0.5657,0.5656,0.5654,0.008,0.0094,0.81,0.8098,0.81,0.8095,0.0048,0.0042,0.757
4,30,4,104,Logistic Regression,5869931,30000,28072,0.4906,0.4868,0.4906,0.4882,0.0087,0.0089,0.6446,0.6358,0.6446,0.638,0.019,0.0205,0.7582
4,30,4,104,Random Forest,5869931,30000,28072,0.6675,0.6657,0.6675,0.666,0.0107,0.0107,0.8726,0.8718,0.8726,0.8712,0.0092,0.0096,0.7582
4,30,4,104,Decision Tree,5869931,30000,28072,0.5422,0.5426,0.5422,0.5421,0.0081,0.0091,0.8491,0.848,0.8491,0.848,0.0108,0.0105,0.7582
4,30,4,104,Neural Network,5869931,30000,28072,0.5691,0.569,0.5691,0.5685,0.0101,0.0099,0.8185,0.8178,0.8185,0.8174,0.0074,0.0078,0.7582
1,40,0,100,Logistic Regression,187658,30000,17514,0.6198,0.6162,0.6198,0.6175,0.0159,0.0153,0.6865,0.6816,0.6865,0.6823,0.0158,0.0154,0.4005
1,40,0,100,Random Forest,187658,30000,17514,0.8881,0.8877,0.8881,0.8878,0.0043,0.0043,0.914,0.9137,0.914,0.9135,0.0045,0.0046,0.4005
1,40,0,100,Decision Tree,187658,30000,17514,0.7201,0.7209,0.7201,0.7203,0.0156,0.0153,0.8889,0.8882,0.8889,0.8884,0.0089,0.0089,0.4005
1,40,0,100,Neural Network,187658,30000,17514,0.8831,0.8835,0.8831,0.883,0.0067,0.0068,0.8944,0.8947,0.8944,0.8944,0.0076,0.0078,0.4005
1,40,1,101,Logistic Regression,187751,29984,17542,0.6231,0.6189,0.6231,0.6205,0.013,0.0131,0.6884,0.683,0.6884,0.6842,0.0145,0.0149,0.3991
1,40,1,101,Random Forest,187751,29984,17542,0.8859,0.8856,0.8859,0.8856,0.0035,0.0035,0.9171,0.9168,0.9171,0.9165,0.0059,0.006,0.3991
1,40,1,101,Decision Tree,187751,29984,17542,0.7037,0.7043,0.7037,0.7038,0.0092,0.0097,0.8848,0.8847,0.8848,0.8844,0.0051,0.0051,0.3991
1,40,1,101,Neural Network,187751,29984,17542,0.8834,0.8837,0.8834,0.8833,0.0057,0.0057,0.8951,0.8953,0.8951,0.8948,0.0067,0.0067,0.3991
1,40,2,102,Logistic Regression,185204,30000,17506,0.6201,0.6168,0.6201,0.6179,0.0157,0.0153,0.6915,0.6865,0.6915,0.6871,0.0152,0.0152,0.3942
1,40,2,102,Random Forest,185204,30000,17506,0.8871,0.8866,0.8871,0.8867,0.009,0.009,0.9164,0.9162,0.9164,0.916,0.007,0.0071,0.3942
1,40,2,102,Decision Tree,185204,30000,17506,0.7103,0.7119,0.7103,0.7108,0.0184,0.0182,0.8837,0.8833,0.8837,0.8833,0.0067,0.0066,0.3942
1,40,2,102,Neural Network,185204,30000,17506,0.8818,0.8823,0.8818,0.8819,0.0072,0.0073,0.8927,0.8931,0.8927,0.8927,0.01,0.0103,0.3942
1,40,3,103,Logistic Regression,187579,30000,17464,0.6225,0.6193,0.6225,0.6203,0.0199,0.0202,0.6959,0.6914,0.6959,0.6919,0.0123,0.0124,0.3952
1,40,3,103,Random Forest,187579,30000,17464,0.8854,0.8854,0.8854,0.8851,0.0053,0.0055,0.9159,0.9159,0.9159,0.9156,0.0052,0.0052,0.3952
1,40,3,103,Decision Tree,187579,30000,17464,0.707,0.7083,0.707,0.7073,0.0147,0.0144,0.8852,0.8847,0.8852,0.8848,0.0077,0.0077,0.3952
1,40,3,103,Neural Network,187579,30000,17464,0.8853,0.8855,0.8853,0.8851,0.0107,0.0112,0.8957,0.8959,0.8957,0.8955,0.0086,0.009,0.3952
1,40,4,104,Logistic Regression,184876,30000,17466,0.6218,0.6189,0.6218,0.6194,0.0165,0.0171,0.6896,0.6855,0.6896,0.6856,0.0146,0.015,0.3989
1,40,4,104,Random Forest,184876,30000,17466,0.8868,0.8869,0.8868,0.8865,0.0027,0.0024,0.915,0.9149,0.915,0.9146,0.0039,0.004,0.3989
1,40,4,104,Decision Tree,184876,30000,17466,0.7197,0.7208,0.7197,0.7199,0.0121,0.0121,0.8824,0.8821,0.8824,0.8821,0.0063,0.0062,0.3989
1,40,4,104,Neural Network,184876,30000,17466,0.8826,0.8831,0.8826,0.8826,0.0094,0.0095,0.8941,0.8946,0.8941,0.894,0.0116,0.0118,0.3989
2,40,0,100,Logistic Regression,302700,30000,25655,0.5601,0.556,0.5601,0.5575,0.0164,0.0165,0.6428,0.6349,0.6428,0.6367,0.0222,0.0231,0.6354
2,40,0,100,Random Forest,302700,30000,25655,0.8585,0.8578,0.8585,0.8578,0.0073,0.0072,0.8938,0.8935,0.8938,0.8932,0.0097,0.0096,0.6354
2,40,0,100,Decision Tree,302700,30000,25655,0.6425,0.644,0.6425,0.643,0.0134,0.0134,0.8476,0.8472,0.8476,0.8472,0.0133,0.0133,0.6354
2,40,0,100,Neural Network,302700,30000,25655,0.8382,0.8389,0.8382,0.8384,0.0082,0.0083,0.8744,0.8748,0.8744,0.8745,0.0075,0.0077,0.6354
2,40,1,101,Logistic Regression,299325,30000,25587,0.5658,0.5611,0.5658,0.5628,0.0126,0.0125,0.6429,0.6356,0.6429,0.638,0.0138,0.0145,0.6379
2,40,1,101,Random Forest,299325,30000,25587,0.8625,0.862,0.8625,0.8619,0.0035,0.0035,0.8921,0.8919,0.8921,0.8911,0.009,0.0091,0.6379
2,40,1,101,Decision Tree,299325,30000,25587,0.626,0.6278,0.626,0.6265,0.0145,0.0137,0.8489,0.8481,0.8489,0.8481,0.0124,0.0128,0.6379
2,40,1,101,Neural Network,299325,30000,25587,0.8344,0.8347,0.8344,0.8343,0.0079,0.0075,0.8728,0.8727,0.8728,0.8725,0.0087,0.009,0.6379
2,40,2,102,Logistic Regression,299979,30000,25530,0.5586,0.5549,0.5586,0.5563,0.0083,0.0083,0.6513,0.6442,0.6513,0.6466,0.0166,0.0169,0.6388
2,40,2,102,Random Forest,299979,30000,25530,0.8645,0.8639,0.8645,0.864,0.0099,0.01,0.8975,0.897,0.8975,0.8968,0.0039,0.0041,0.6388
2,40,2,102,Decision Tree,299979,30000,25530,0.6466,0.6468,0.6466,0.6464,0.0104,0.01,0.8507,0.8503,0.8507,0.8499,0.0074,0.0076,0.6388
2,40,2,102,Neural Network,299979,30000,25530,0.8358,0.8362,0.8358,0.8358,0.0159,0.0162,0.8693,0.87,0.8693,0.8695,0.0113,0.0112,0.6388
2,40,3,103,Logistic Regression,301591,30000,25562,0.5666,0.5628,0.5666,0.5642,0.0115,0.0121,0.6467,0.6398,0.6467,0.6416,0.0157,0.0159,0.6365
2,40,3,103,Random Forest,301591,30000,25562,0.8627,0.8621,0.8627,0.8619,0.0051,0.0049,0.8937,0.8934,0.8937,0.893,0.006,0.006,0.6365
2,40,3,103,Decision Tree,301591,30000,25562,0.6604,0.6612,0.6604,0.6606,0.0189,0.0181,0.8471,0.8464,0.8471,0.8464,0.0175,0.0175,0.6365
2,40,3,103,Neural Network,301591,30000,25562,0.8352,0.8357,0.8352,0.8353,0.0078,0.0075,0.8682,0.8689,0.8682,0.8683,0.0101,0.01,0.6365
2,40,4,104,Logistic Regression,300065,30000,25582,0.5585,0.5547,0.5585,0.5559,0.017,0.0172,0.6457,0.6389,0.6457,0.6412,0.0172,0.018,0.637
2,40,4,104,Random Forest,300065,30000,25582,0.8664,0.8657,0.8664,0.8656,0.0037,0.0038,0.8952,0.8948,0.8952,0.8945,0.0058,0.0059,0.637
2,40,4,104,Decision Tree,300065,30000,25582,0.6648,0.6671,0.6648,0.6656,0.0281,0.0279,0.8483,0.8482,0.8483,0.8479,0.0085,0.0089,0.637
2,40,4,104,Neural Network,300065,30000,25582,0.8388,0.8389,0.8388,0.8386,0.0064,0.006,0.8765,0.8765,0.8765,0.8762,0.0072,0.0075,0.637
4,40,0,100,Logistic Regression,5919728,30000,29278,0.4342,0.4311,0.4342,0.4323,0.013,0.013,0.6126,0.6021,0.6126,0.6051,0.0229,0.0242,0.8677
4,40,0,100,Random Forest,5919728,30000,29278,0.5953,0.592,0.5953,0.5926,0.0129,0.0135,0.8323,0.8313,0.8323,0.8288,0.006,0.0062,0.8677
4,40,0,100,Decision Tree,5919728,30000,29278,0.4708,0.4705,0.4708,0.4704,0.0132,0.0134,0.8074,0.8053,0.8074,0.8055,0.0139,0.0141,0.8677
4,40,0,100,Neural Network,5919728,30000,29278,0.496,0.4953,0.496,0.4954,0.0089,0.0091,0.7724,0.7692,0.7724,0.7695,0.0113,0.0108,0.8677
4,40,1,101,Logistic Regression,5910504,30000,29374,0.4408,0.4378,0.4408,0.4389,0.0148,0.0143,0.6166,0.6073,0.6166,0.6102,0.0198,0.0197,0.8701
4,40,1,101,Random Forest,5910504,30000,29374,0.5906,0.5875,0.5906,0.5882,0.0098,0.0097,0.8342,0.8328,0.8342,0.8308,0.0108,0.0109,0.8701
4,40,1,101,Decision Tree,5910504,30000,29374,0.4586,0.4595,0.4586,0.4588,0.0187,0.0187,0.8179,0.8162,0.8179,0.8157,0.0091,0.0098,0.8701
4,40,1,101,Neural Network,5910504,30000,29374,0.4864,0.4847,0.4864,0.4852,0.0075,0.0079,0.7749,0.7731,0.7749,0.7735,0.0097,0.0098,0.8701
4,40,2,102,Logistic Regression,5984282,30000,29363,0.4345,0.4322,0.4345,0.4329,0.01,0.0099,0.6115,0.6047,0.6115,0.607,0.0201,0.0209,0.8731
4,40,2,102,Random Forest,5984282,30000,29363,0.5895,0.5874,0.5895,0.5875,0.0155,0.0158,0.8262,0.8248,0.8262,0.8242,0.0126,0.0127,0.8731
4,40,2,102,Decision Tree,5984282,30000,29363,0.4646,0.4656,0.4646,0.4649,0.0126,0.013,0.8157,0.8158,0.8157,0.8151,0.0087,0.0084,0.8731
4,40,2,102,Neural Network,5984282,30000,29363,0.4807,0.4804,0.4807,0.4803,0.0154,0.0156,0.7606,0.7593,0.7606,0.7596,0.0153,0.0157,0.8731
4,40,3,103,Logistic Regression,5925299,30000,29280,0.4403,0.4378,0.4403,0.4386,0.0068,0.0069,0.6109,0.6028,0.6109,0.6053,0.0106,0.0111,0.868
4,40,3,103,Random Forest,5925299,30000,29280,0.5972,0.5943,0.5972,0.5944,0.0107,0.0111,0.8307,0.8289,0.8307,0.8281,0.003,0.0033,0.868
4,40,3,103,Decision Tree,5925299,30000,29280,0.4726,0.4738,0.4726,0.4728,0.0192,0.0188,0.815,0.8145,0.815,0.8141,0.0055,0.0058,0.868
4,40,3,103,Neural Network,5925299,30000,29280,0.4822,0.4813,0.4822,0.4815,0.0036,0.0034,0.7614,0.76,0.7614,0.7601,0.0099,0.0096,0.868
4,40,4,104,Logistic Regression,5882886,30000,29285,0.4389,0.436,0.4389,0.4369,0.006,0.0077,0.6096,0.6016,0.6096,0.6038,0.0192,0.02,0.8707
4,40,4,104,Random Forest,5882886,30000,29285,0.5899,0.5867,0.5899,0.5872,0.0109,0.0119,0.8378,0.8365,0.8378,0.8356,0.0041,0.0036,0.8707
4,40,4,104,Decision Tree,5882886,30000,29285,0.4649,0.4652,0.4649,0.4648,0.0129,0.0132,0.8125,0.8108,0.8125,0.8109,0.0098,0.0099,0.8707
4,40,4,104,Neural Network,5882886,30000,29285,0.4855,0.4845,0.4855,0.4846,0.0148,0.0146,0.7642,0.762,0.7642,0.7627,0.012,0.0121,0.8707
