Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109
2025,1,1,8,3,2025-01-08,OH,20397,OH,N511AE,5363,14307,1430706,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1206,1154.0,-12.0,0.0,0.0,-1.0,1200-1259,11.0,1205.0,1324.0,5.0,1355,1329.0,-26.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,109.0,95.0,79.0,1.0,356.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,29,3,2025-01-29,AA,19805,AA,N867NN,1060,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1855,1842.0,-13.0,0.0,0.0,-1.0,1800-1859,12.0,1854.0,2022.0,82.0,2009,2144.0,95.0,95.0,1.0,6.0,2000-2059,0.0,,0.0,74.0,182.0,88.0,1.0,190.0,1,0.0,0.0,95.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,29,3,2025-01-29,DL,19790,DL,N129DN,526,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1636,1631.0,-5.0,0.0,0.0,-1.0,1600-1659,15.0,1646.0,1820.0,7.0,1900,1827.0,-33.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,264.0,236.0,214.0,1.0,1590.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,12,7,2025-01-12,OO,20304,OO,N606UX,5674,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,1329,1321.0,-8.0,0.0,0.0,-1.0,1300-1359,22.0,1343.0,1453.0,9.0,1512,1502.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,103.0,101.0,70.0,1.0,391.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,27,1,2025-01-27,NK,20416,NK,N606NK,792,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,South Carolina,37,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,700,651.0,-9.0,0.0,0.0,-1.0,0700-0759,10.0,701.0,843.0,7.0,905,850.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,125.0,119.0,102.0,1.0,738.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,11,6,2025-01-11,HA,19690,HA,N213HA,32,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1150,1144.0,-6.0,0.0,0.0,-1.0,1100-1159,8.0,1152.0,1904.0,9.0,1930,1913.0,-17.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,340.0,329.0,312.0,1.0,2695.0,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,17,5,2025-01-17,YX,20452,YX,N732YX,3410,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1900,1901.0,1.0,1.0,0.0,0.0,1900-1959,18.0,1919.0,2014.0,5.0,2034,2019.0,-15.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,94.0,78.0,55.0,1.0,319.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,15,3,2025-01-15,OO,20304,OO,N914EV,5527,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1225,1221.0,-4.0,0.0,0.0,-1.0,1200-1259,14.0,1235.0,1316.0,26.0,1348,1342.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,83.0,81.0,41.0,1.0,160.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,22,3,2025-01-22,AS,19930,AS,N525AS,632,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1617,1611.0,-6.0,0.0,0.0,-1.0,1600-1659,13.0,1624.0,1939.0,9.0,2003,1948.0,-15.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,166.0,157.0,135.0,1.0,1107.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,14,2,2025-01-14,WN,19393,WN,N405WN,4619,13796,1379610,32457,OAK,"Oakland, CA",CA,6,California,91,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,1940,1932.0,-8.0,0.0,0.0,-1.0,1900-1959,10.0,1942.0,2054.0,4.0,2110,2058.0,-12.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,90.0,86.0,72.0,1.0,446.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,3,5,2025-01-03,WN,19393,WN,N7880D,1531,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,905,858.0,-7.0,0.0,0.0,-1.0,0900-0959,9.0,907.0,1114.0,3.0,1125,1117.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,80.0,79.0,67.0,1.0,496.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,10,5,2025-01-10,WN,19393,WN,N8769Q,422,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,915,912.0,-3.0,0.0,0.0,-1.0,0900-0959,24.0,936.0,1246.0,4.0,1300,1250.0,-10.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,165.0,158.0,130.0,1.0,1184.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,18,6,2025-01-18,AA,19805,AA,N459AN,1952,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,735,1127.0,232.0,232.0,1.0,12.0,0700-0759,19.0,1146.0,1841.0,8.0,1520,1849.0,209.0,209.0,1.0,12.0,1500-1559,0.0,,0.0,285.0,262.0,235.0,1.0,2125.0,9,0.0,0.0,0.0,0.0,209.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,26,7,2025-01-26,OO,20304,OO,N402SY,3447,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,14262,1426204,34262,PSP,"Palm Springs, CA",CA,6,California,91,1925,1931.0,6.0,6.0,0.0,0.0,1900-1959,12.0,1943.0,2058.0,5.0,2055,2103.0,8.0,8.0,0.0,0.0,2000-2059,0.0,,0.0,90.0,92.0,75.0,1.0,421.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,15,3,2025-01-15,YX,20452,YX,N640RW,3422,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,700,657.0,-3.0,0.0,0.0,-1.0,0700-0759,64.0,801.0,758.0,14.0,745,812.0,27.0,27.0,1.0,1.0,0700-0759,0.0,,0.0,105.0,135.0,57.0,1.0,286.0,2,0.0,0.0,27.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,23,4,2025-01-23,UA,19977,UA,N39728,1450,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,600,559.0,-1.0,0.0,0.0,-1.0,0600-0659,14.0,613.0,842.0,8.0,842,850.0,8.0,8.0,0.0,0.0,0800-0859,0.0,,0.0,222.0,231.0,209.0,1.0,1208.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,5,7,2025-01-05,DL,19790,DL,N132DU,2971,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1828,2030.0,122.0,122.0,1.0,8.0,1800-1859,24.0,2054.0,2246.0,11.0,2100,2257.0,117.0,117.0,1.0,7.0,2100-2159,0.0,,0.0,152.0,147.0,112.0,1.0,852.0,4,0.0,0.0,0.0,0.0,117.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,12,7,2025-01-12,UA,19977,UA,N64844,1346,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1730,1745.0,15.0,15.0,1.0,1.0,1700-1759,18.0,1803.0,2025.0,9.0,2029,2034.0,5.0,5.0,0.0,0.0,2000-2059,0.0,,0.0,119.0,109.0,82.0,1.0,628.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,24,5,2025-01-24,AA,19805,AA,N942NN,691,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,2020,2009.0,-11.0,0.0,0.0,-1.0,2000-2059,15.0,2024.0,2307.0,4.0,2338,2311.0,-27.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,138.0,122.0,103.0,1.0,872.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,24,5,2025-01-24,DL,19790,DL,N129DU,924,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,715,1832.0,677.0,677.0,1.0,12.0,0700-0759,17.0,1849.0,2252.0,9.0,1155,2301.0,666.0,666.0,1.0,12.0,1100-1159,0.0,,0.0,220.0,209.0,183.0,1.0,1562.0,7,0.0,0.0,0.0,0.0,666.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,30,4,2025-01-30,DL,19790,DL,N684DA,437,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1300,1306.0,6.0,6.0,0.0,0.0,1300-1359,12.0,1318.0,2120.0,9.0,2121,2129.0,8.0,8.0,0.0,0.0,2100-2159,0.0,,0.0,321.0,323.0,302.0,1.0,2611.0,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,2,4,2025-01-02,OO,20304,OO,N611UX,4775,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,500,457.0,-3.0,0.0,0.0,-1.0,0001-0559,47.0,544.0,709.0,9.0,710,718.0,8.0,8.0,0.0,0.0,0700-0759,0.0,,0.0,130.0,141.0,85.0,1.0,649.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,13,1,2025-01-13,OO,20304,OO,N760SK,6196,14960,1496002,34960,SPS,"Wichita Falls, TX",TX,48,Texas,74,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,600,933.0,213.0,213.0,1.0,12.0,0600-0659,16.0,949.0,1021.0,15.0,707,1036.0,209.0,209.0,1.0,12.0,0700-0759,0.0,,0.0,67.0,63.0,32.0,1.0,113.0,1,209.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,23,4,2025-01-23,WN,19393,WN,N7720F,198,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1610,1622.0,12.0,12.0,0.0,0.0,1600-1659,9.0,1631.0,1736.0,4.0,1740,1740.0,0.0,0.0,0.0,0.0,1700-1759,0.0,,0.0,90.0,78.0,65.0,1.0,405.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,24,5,2025-01-24,UA,19977,UA,N47343,1734,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,545,540.0,-5.0,0.0,0.0,-1.0,0001-0559,15.0,555.0,723.0,6.0,731,729.0,-2.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,106.0,109.0,88.0,1.0,413.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,6,1,2025-01-06,AA,19805,AA,N800NN,2960,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13486,1348603,33486,MSO,"Missoula, MT",MT,30,Montana,84,1004,1047.0,43.0,43.0,1.0,2.0,1000-1059,40.0,1127.0,1412.0,5.0,1240,1417.0,97.0,97.0,1.0,6.0,1200-1259,0.0,,0.0,216.0,270.0,225.0,1.0,1320.0,6,43.0,0.0,54.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,13,1,2025-01-13,WN,19393,WN,N8644C,3660,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,1920,1915.0,-5.0,0.0,0.0,-1.0,1900-1959,9.0,1924.0,2012.0,2.0,2040,2014.0,-26.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,200.0,179.0,168.0,1.0,1182.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,27,1,2025-01-27,WN,19393,WN,N478WN,3662,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1345,1433.0,48.0,48.0,1.0,3.0,1300-1359,14.0,1447.0,1954.0,6.0,1920,2000.0,40.0,40.0,1.0,2.0,1900-1959,0.0,,0.0,215.0,207.0,187.0,1.0,1670.0,7,0.0,0.0,0.0,0.0,40.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,3,5,2025-01-03,UA,19977,UA,N17229,1074,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1849,1844.0,-5.0,0.0,0.0,-1.0,1800-1859,16.0,1900.0,2112.0,13.0,2120,2125.0,5.0,5.0,0.0,0.0,2100-2159,0.0,,0.0,151.0,161.0,132.0,1.0,895.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,12,7,2025-01-12,AA,19805,AA,N827AW,2570,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,15919,1591905,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,1453,1450.0,-3.0,0.0,0.0,-1.0,1400-1459,18.0,1508.0,1600.0,7.0,1620,1607.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,147.0,137.0,112.0,1.0,754.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,17,5,2025-01-17,MQ,20398,MQ,N251NN,3898,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,2100,2158.0,58.0,58.0,1.0,3.0,2100-2159,19.0,2217.0,2339.0,8.0,2247,2347.0,60.0,60.0,1.0,4.0,2200-2259,0.0,,0.0,107.0,109.0,82.0,1.0,597.0,3,58.0,0.0,2.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,30,4,2025-01-30,UA,19977,UA,N17355,698,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1759,1758.0,-1.0,0.0,0.0,-1.0,1700-1759,19.0,1817.0,2043.0,3.0,2114,2046.0,-28.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,375.0,348.0,326.0,1.0,2442.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,11,6,2025-01-11,YX,20452,YX,N774YX,3665,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11977,1197705,31977,GRB,"Green Bay, WI",WI,55,Wisconsin,45,1935,1929.0,-6.0,0.0,0.0,-1.0,1900-1959,31.0,2000.0,2039.0,7.0,2048,2046.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,73.0,77.0,39.0,1.0,173.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,16,4,2025-01-16,WN,19393,WN,N8667D,1388,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1940,1935.0,-5.0,0.0,0.0,-1.0,1900-1959,14.0,1949.0,2049.0,9.0,2130,2058.0,-32.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,170.0,143.0,120.0,1.0,967.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,2,4,2025-01-02,AS,19930,AS,N266AK,1269,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1959,1950.0,-9.0,0.0,0.0,-1.0,1900-1959,22.0,2012.0,2256.0,4.0,2304,2300.0,-4.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,305.0,310.0,284.0,1.0,1973.0,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,27,1,2025-01-27,WN,19393,WN,N8614M,469,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,1710,1704.0,-6.0,0.0,0.0,-1.0,1700-1759,9.0,1713.0,1739.0,5.0,1800,1744.0,-16.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,110.0,100.0,86.0,1.0,562.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,30,4,2025-01-30,AA,19805,AA,N954NN,1873,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,915,958.0,43.0,43.0,1.0,2.0,0900-0959,38.0,1036.0,1133.0,16.0,1036,1149.0,73.0,73.0,1.0,4.0,1000-1059,0.0,,0.0,81.0,111.0,57.0,1.0,224.0,1,43.0,0.0,30.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,27,1,2025-01-27,DL,19790,DL,N314DU,2514,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1735,1727.0,-8.0,0.0,0.0,-1.0,1700-1759,19.0,1746.0,2114.0,10.0,2140,2124.0,-16.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,185.0,177.0,148.0,1.0,1195.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,4,6,2025-01-04,WN,19393,WN,N7878A,4193,13796,1379610,32457,OAK,"Oakland, CA",CA,6,California,91,12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91,1935,1920.0,-15.0,0.0,0.0,-1.0,1900-1959,8.0,1928.0,2029.0,3.0,2100,2032.0,-28.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,85.0,72.0,61.0,1.0,353.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,7,2,2025-01-07,OO,20304,OO,N719SK,4957,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14842,1484202,34842,SJT,"San Angelo, TX",TX,48,Texas,74,822,817.0,-5.0,0.0,0.0,-1.0,0800-0859,22.0,839.0,925.0,7.0,942,932.0,-10.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,80.0,75.0,46.0,1.0,229.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,14,2,2025-01-14,WN,19393,WN,N8520Q,4121,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,2025,2029.0,4.0,4.0,0.0,0.0,2000-2059,12.0,2041.0,2115.0,4.0,2130,2119.0,-11.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,125.0,110.0,94.0,1.0,647.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,8,3,2025-01-08,OO,20304,OO,N288SY,4177,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,13256,1325603,33256,MFE,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74,1100,1056.0,-4.0,0.0,0.0,-1.0,1100-1159,18.0,1114.0,1214.0,2.0,1229,1216.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,89.0,80.0,60.0,1.0,279.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,3,5,2025-01-03,OO,20304,OO,N327SY,3723,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2055,2051.0,-4.0,0.0,0.0,-1.0,2000-2059,22.0,2113.0,2206.0,12.0,2252,2218.0,-34.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,117.0,87.0,53.0,1.0,334.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,1,3,2025-01-01,AA,19805,AA,N9004F,546,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,1935,1956.0,21.0,21.0,1.0,1.0,1900-1959,22.0,2018.0,2104.0,5.0,2049,2109.0,20.0,20.0,1.0,1.0,2000-2059,0.0,,0.0,74.0,73.0,46.0,1.0,247.0,1,20.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,9,4,2025-01-09,WN,19393,WN,N8924Q,5304,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,1255,1252.0,-3.0,0.0,0.0,-1.0,1200-1259,24.0,1316.0,1504.0,5.0,1515,1509.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,140.0,137.0,108.0,1.0,700.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,1,3,2025-01-01,AA,19805,AA,N130AN,2843,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,744,737.0,-7.0,0.0,0.0,-1.0,0700-0759,13.0,750.0,826.0,16.0,855,842.0,-13.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,131.0,125.0,96.0,1.0,599.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,1,12,7,2025-01-12,DL,19790,DL,N959DZ,1353,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1638,1646.0,8.0,8.0,0.0,0.0,1600-1659,11.0,1657.0,1823.0,5.0,1834,1828.0,-6.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,116.0,102.0,86.0,1.0,526.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
